id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
8041,"Indian Institute of Technology---Mumbai, Mumbai, India",Indian Institute of Technology---Mumbai<ORG>; Mumbai<LOC>; India<LOC>,Indian Institute of Technology---Mumbai; Mumbai; India,3
7022,"Indian Institute of Technology-Bombay, Powai, Mumbai, India",Indian Institute of Technology-Bombay<ORG>; Powai<LOC>; Mumbai<LOC>; India<LOC>,Indian Institute of Technology-Bombay; Powai; Mumbai; India,4
132,"Indian Institute of Technology, Bombay",Indian Institute of Technology<ORG>; Bombay<LOC>,Indian Institute of Technology; Bombay,2
779,"Indian Institute of Technology, Bombay, India",Indian Institute of Technology<ORG>; Bombay<LOC>; India<LOC>,Indian Institute of Technology; Bombay; India,3
7864,"Indian Institute of Technology, Bombay, India; E-mail: sunita@it.iitb.ac.in",Indian Institute of Technology<ORG>; Bombay<LOC>; India<LOC>; E-mail<LOC>; sunita@it.iitb.ac.in<LOC>,Indian Institute of Technology; Bombay; India; E-mail; sunita@it.iitb.ac.in,5
4481,"Indian Institute of Technology, Bombay, Powai, Mumbai",Indian Institute of Technology<ORG>; Bombay<LOC>; Powai<LOC>; Mumbai<LOC>,Indian Institute of Technology; Bombay; Powai; Mumbai,4
5076,"Indian Institute of Technology, Mumbai, India",Indian Institute of Technology<ORG>; Mumbai<LOC>; India<LOC>,Indian Institute of Technology; Mumbai; India,3
8207,"Indian Institute of Technology, New Delhi, India",Indian Institute of Technology<ORG>; New Delhi<LOC>; India<LOC>,Indian Institute of Technology; New Delhi; India,3
4694,Indiana University at Bloomington,Indiana University<ORG>; Bloomington<LOC>,Indiana University; Bloomington,2
5222,"Indiana University, Bloomington, IN",Indiana University<ORG>; Bloomington<ORG>,Indiana University; Bloomington,2
2795,"Infobright Inc., Canada",Infobright Inc<ORG>; Canada<LOC>,Infobright Inc; Canada,2
2793,"Infobright Inc., Poland",Infobright Inc<ORG>; Poland<LOC>,Infobright Inc; Poland,2
6258,"Infobright Inc., Toronto, Canada",Infobright Inc<ORG>; Toronto<LOC>; Canada<LOC>,Infobright Inc; Toronto; Canada,3
6257,"Infobright Inc., Warsaw, Poland",Infobright Inc<ORG>; Warsaw<LOC>; Poland<LOC>,Infobright Inc; Warsaw; Poland,3
7809,"Infolab, Department of Information Systems and Management, Tilburg University, PO Box 90153, 5000 LE Tilburg, The Netherlands; e-mail: ling&commat;kub.nl",Infolab<MISC>; Department of Information Systems and Management<ORG>; Tilburg University<ORG>; PO Box<ORG>; LE Tilburg<ORG>; The Netherlands<ORG>,Infolab; Department of Information Systems and Management; Tilburg University; PO Box; LE Tilburg; The Netherlands,6
8540,"INFOLAB, Tilburg University, Tilburg, The Netherlands 5000 LE",INFOLAB<ORG>; Tilburg University<ORG>; Tilburg<LOC>; The Netherlands 5000<MISC>,INFOLAB; Tilburg University; Tilburg; The Netherlands 5000,4
6627,InFomix Software,InFomix Software<ORG>,InFomix Software,1
8504,"Informatics Laboratory, Agricultural University of Athens, Greece",Informatics Laboratory<ORG>; Agricultural University of Athens<ORG>; Greece<LOC>,Informatics Laboratory; Agricultural University of Athens; Greece,3
6682,"Informatik V, RWTH Aachen, Germany",Informatik V<MISC>; RWTH Aachen<ORG>; Germany<LOC>,Informatik V; RWTH Aachen; Germany,3
1811,"Information Management & System, Group Microsoft Research Asia, Beijing, China",Information Management & System<MISC>; Microsoft Research Asia<ORG>; Beijing<LOC>; China<LOC>,Information Management & System; Microsoft Research Asia; Beijing; China,4
1607,"Information School, Renmin University of China, Beijing, China",Information School<ORG>; Renmin University of China<ORG>; Beijing<LOC>; China<LOC>,Information School; Renmin University of China; Beijing; China,4
7991,"Information Sciences Institute, University of Southern California, CA 90292, Marina del Rey, USA",Information Sciences Institute<ORG>; University of Southern California<ORG>; CA 90292<LOC>; Marina del Rey<PER>; USA<LOC>,Information Sciences Institute; University of Southern California; CA 90292; Marina del Rey; USA,5
8244,"Information Sciences Institute, University of Southern California, USA",Information Sciences Institute<ORG>; University of Southern California<ORG>; USA<LOC>,Information Sciences Institute; University of Southern California; USA,3
8029,"Information Sciences Institute, USC, Marina del Rey, California, CA",Information Sciences Institute<ORG>; USC<ORG>; Marina del Rey<LOC>; California<LOC>; CA<LOC>,Information Sciences Institute; USC; Marina del Rey; California; CA,5
6602,"Information Sciences Research Center, Bell Laboratories, 600 Mountain Avenue, Murray Hill NJ",Information Sciences Research Center<ORG>; Bell Laboratories<ORG>; Mountain Avenue<LOC>; Murray Hill NJ<LOC>,Information Sciences Research Center; Bell Laboratories; Mountain Avenue; Murray Hill NJ,4
6804,"Information Sciences Research Center, Bell Laboratories, Murray Hill, NJ",Information Sciences Research Center<ORG>; Bell Laboratories<ORG>; Murray Hill<PER>; NJ<MISC>,Information Sciences Research Center; Bell Laboratories; Murray Hill; NJ,4
8373,"Information Systems Department, University of Maryland Baltimore County, USA",Information Systems Department<ORG>; University of Maryland Baltimore County<ORG>; USA<LOC>,Information Systems Department; University of Maryland Baltimore County; USA,3
976,"Information Technology Lab., LG Electronics Institute of Technology",Information Technology Lab<MISC>; LG Electronics Institute of Technology<ORG>,Information Technology Lab; LG Electronics Institute of Technology,2
3503,"Informix Software Inc, Los Gatos, USA",Informix Software Inc<ORG>; Los Gatos<ORG>; USA<LOC>,Informix Software Inc; Los Gatos; USA,3
3731,"Informix Software, Los Gatos, CA, USA",Informix Software<ORG>; Los Gatos<MISC>; CA<LOC>; USA<LOC>,Informix Software; Los Gatos; CA; USA,4
3413,"Informix, Menlo Park, CA, USA",Informix<LOC>; Menlo Park<LOC>; CA<LOC>; USA<LOC>,Informix; Menlo Park; CA; USA,4
1300,INRIA,INRIA<ORG>,INRIA,1
3770,INRIA  Rocquencourt,INRIA<ORG>; Rocquencourt<LOC>,INRIA; Rocquencourt,2
3823,INRIA - CNAM,INRIA - CNAM<ORG>,INRIA - CNAM,1
475,INRIA Futurs,INRIA Futurs<ORG>,INRIA Futurs,1
2222,"INRIA Futurs, France",INRIA Futurs<ORG>; France<LOC>,INRIA Futurs; France,2
3754,INRIA Lorraine,INRIA Lorraine<ORG>,INRIA Lorraine,1
3407,INRIA Rocquencourt,INRIA<ORG>,INRIA,1
7793,"INRIA Rocquencourt, 78153 Le Chesnay, France",INRIA Rocquencourt<ORG>; Le Chesnay<LOC>; France<LOC>,INRIA Rocquencourt; Le Chesnay; France,3
1723,"INRIA Rocquencourt, Domaine de Voluceau, Le Chesnay - France",INRIA Rocquencourt<ORG>; Domaine de Voluceau<PER>; Le Chesnay - France<LOC>,INRIA Rocquencourt; Domaine de Voluceau; Le Chesnay - France,3
1496,"INRIA Rocquencourt, France",INRIA Rocquencourt<ORG>; France<LOC>,INRIA Rocquencourt; France,2
2649,"INRIA Rocquencourt, Le Chesnay, France",INRIA Rocquencourt<ORG>; Le Chesnay<LOC>; France<LOC>,INRIA Rocquencourt; Le Chesnay; France,3
6510,"INRIA Rooquencourt, BP 105,78153, Le Chesnay Cedex, France",INRIA Rooquencourt<ORG>; BP<ORG>; Le Chesnay Cedex<MISC>; France<LOC>,INRIA Rooquencourt; BP; Le Chesnay Cedex; France,4
7731,INRIA Roquencourt; E-mail: dana@rodin.inria.fr,INRIA Roquencourt<ORG>; E-mail<MISC>,INRIA Roquencourt; E-mail,2
8295,"INRIA-Futurs, Orsay, Orsay Cedex, France",INRIA-Futurs<ORG>; Orsay<LOC>; Orsay Cedex<LOC>; France<LOC>,INRIA-Futurs; Orsay; Orsay Cedex; France,4
2687,"INRIA-Orsay, France",INRIA-Orsay<LOC>; France<LOC>,INRIA-Orsay; France,2
1225,"INRIA-Rocquencourt, Le Chesnay Cedex, France",INRIA-Rocquencourt<LOC>; Le Chesnay Cedex<MISC>; France<LOC>,INRIA-Rocquencourt; Le Chesnay Cedex; France,3
6607,"INRIA, BP 105, 78153 Le Chesnay, France",INRIA<ORG>; BP<ORG>; Le Chesnay<LOC>; France<LOC>,INRIA; BP; Le Chesnay; France,4
6856,"INRIA, Domaine de Voluceau BP 105, 78153 Le Chesnay Cedex, France",INRIA<ORG>; Domaine de Voluceau BP 105<MISC>; Le Chesnay Cedex<MISC>; France<LOC>,INRIA; Domaine de Voluceau BP 105; Le Chesnay Cedex; France,4
8025,"INRIA, France",INRIA<ORG>; France<LOC>,INRIA; France,2
5148,"INRIA, Nantes, France",INRIA<ORG>; Nantes<LOC>; France<LOC>,INRIA; Nantes; France,3
8179,"INRIA, Orsay Cedex, France",INRIA<ORG>; Orsay Cedex<ORG>; France<LOC>,INRIA; Orsay Cedex; France,3
7328,INRIA&Tel-Aviv U.,INRIA&Tel-Aviv U.<LOC>,INRIA&Tel-Aviv U.,1
1143,"Institut förmatik, TU-München, Orleansstraße, München, Germany",TU-München<ORG>; Orleansstraße<LOC>; München<LOC>; Germany<LOC>,TU-München; Orleansstraße; München; Germany,4
1603,"Institut für Informatik, Ludwig-Maximilians-Universität München",Institut für Informatik<ORG>; Ludwig-Maximilians-Universität München<PER>,Institut für Informatik; Ludwig-Maximilians-Universität München,2
7593,"Institut fur Informatik, Technical University of Munich, Orleanstr. 34, Munich, D-81667, Germany",Institut fur Informatik<ORG>; Technical University of Munich<ORG>; Orleanstr<LOC>; Munich<LOC>; D-81667<LOC>; Germany<LOC>,Institut fur Informatik; Technical University of Munich; Orleanstr; Munich; D-81667; Germany,6
2648,"Institut für Informatik, TU München, Germany",Institut für Informatik<ORG>; TU München<ORG>; Germany<LOC>,Institut für Informatik; TU München; Germany,3
7655,"Institut für Informatik, Universität Freiburg, Freiburg, Germany",Institut für Informatik<ORG>; Universität Freiburg<ORG>; Freiburg<ORG>; Germany<LOC>,Institut für Informatik; Universität Freiburg; Freiburg; Germany,4
1965,"Institut für Informatik, University of Tübingen, Tübingen, Germany",Institut für Informatik<ORG>; University of Tübingen<ORG>; Tübingen<LOC>; Germany<LOC>,Institut für Informatik; University of Tübingen; Tübingen; Germany,4
9459,"Institut Télécom, Télécom ParisTech, CNRS LTCI, Paris, France",Institut Télécom<ORG>; Télécom ParisTech<MISC>; CNRS LTCI<ORG>; Paris<LOC>; France<LOC>,Institut Télécom; Télécom ParisTech; CNRS LTCI; Paris; France,5
6459,"Institute AIFB, Universität Karlsruhe, Karlsruhe, Germany",Institute AIFB<LOC>; Universität Karlsruhe<ORG>; Karlsruhe<MISC>; Germany<LOC>,Institute AIFB; Universität Karlsruhe; Karlsruhe; Germany,4
6697,"Institute for Advanced Computer Studies and Department of Computer Science, University of Maryland, College Park",Institute for Advanced Computer Studies and Department of Computer Science<ORG>; University of Maryland<ORG>; College Park<LOC>,Institute for Advanced Computer Studies and Department of Computer Science; University of Maryland; College Park,3
6839,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 München, Germany",Institute for Computer Science<ORG>; University of Munich<ORG>; Oettingenstr<LOC>; D-80538 München<LOC>; Germany<LOC>,Institute for Computer Science; University of Munich; Oettingenstr; D-80538 München; Germany,5
6494,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany",Institute for Computer Science<ORG>; University of Munich<ORG>; Oettingenstr<LOC>; D-80538 Munich<LOC>; Germany<LOC>,Institute for Computer Science; University of Munich; Oettingenstr; D-80538 Munich; Germany,5
831,"Institute for Program Structures and Data Organisation, Universität Karlsruhe (TH), Karlsruhe, Germany",Institute for Program Structures and Data Organisation<ORG>; Universität Karlsruhe<ORG>; TH<ORG>; Karlsruhe<MISC>; Germany<LOC>,Institute for Program Structures and Data Organisation; Universität Karlsruhe; TH; Karlsruhe; Germany,5
1135,"Institute of Communication and Computer Systems and Department of Electrical and Computer Engineering, National Technical University of Athens, Zographou, Athens, Hellas",Institute of Communication and Computer Systems<ORG>; Department of Electrical and Computer Engineering<ORG>; National Technical University of Athens<ORG>; Zographou<LOC>; Athens<LOC>; Hellas<LOC>,Institute of Communication and Computer Systems; Department of Electrical and Computer Engineering; National Technical University of Athens; Zographou; Athens; Hellas,6
8744,"Institute of Communication and Computer Systems and School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece 15773",Institute of Communication and Computer Systems<ORG>; National Technical University of Athens<ORG>; Athens<LOC>; Greece<LOC>,Institute of Communication and Computer Systems; National Technical University of Athens; Athens; Greece,4
1485,"Institute of Communication and Computer Systems and School of Electrical and Computer Engineering, National Technical University of Athens, Zographou, Athens, Hellas",Institute of Communication and Computer Systems<ORG>; National Technical University of Athens<ORG>; Zographou<LOC>; Athens<LOC>; Hellas<LOC>,Institute of Communication and Computer Systems; National Technical University of Athens; Zographou; Athens; Hellas,5
7783,"Institute of Computer Science and Information Engineering, National Chiayi University, Chiayi, Taiwan; E-mail: ychen@sun11.ncytc.edu.tw",Institute of Computer Science and Information Engineering<ORG>; National Chiayi University<ORG>; Chiayi<LOC>; Taiwan<LOC>; E-mail<LOC>,Institute of Computer Science and Information Engineering; National Chiayi University; Chiayi; Taiwan; E-mail,5
6509,"Institute of Computer Science, Forth, P.O, Box 1385, Heraldion, Greece",Institute of Computer Science<ORG>; Forth<MISC>; P.O<MISC>; Box 1385<MISC>; Heraldion<ORG>; Greece<LOC>,Institute of Computer Science; Forth; P.O; Box 1385; Heraldion; Greece,6
1041,"Institute of Computer Science, University of Augsburg, Augsburg, Germany",Institute of Computer Science<ORG>; University of Augsburg<ORG>; Augsburg<LOC>; Germany<LOC>,Institute of Computer Science; University of Augsburg; Augsburg; Germany,4
8459,"Institute of Computing Technology, Chinese Academy of Sciences and Graduate School, Chinese Academy of Sciences, Zhongguancun, Beijing, P.R.China",Institute of Computing Technology<ORG>; Chinese Academy of Sciences and Graduate School<ORG>; Chinese Academy of Sciences<ORG>; Zhongguancun<LOC>; Beijing<LOC>; P.R.China<PER>,Institute of Computing Technology; Chinese Academy of Sciences and Graduate School; Chinese Academy of Sciences; Zhongguancun; Beijing; P.R.China,6
7963,"Institute of Computing, University of Campinas, Caixa Postal 6176, SP, 13081-970, Campinas, Brazil",Institute of Computing<LOC>; University of Campinas<ORG>; Caixa Postal 6176<LOC>; SP<ORG>; Campinas<LOC>; Brazil<LOC>,Institute of Computing; University of Campinas; Caixa Postal 6176; SP; Campinas; Brazil,6
6531,"Institute of Industrial Science, University of Tokyo, JAPAN",Institute of Industrial Science<ORG>; University of Tokyo<ORG>; JAPAN<ORG>,Institute of Industrial Science; University of Tokyo; JAPAN,3
1240,"Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo",Institute of Industrial Science<ORG>; University of Tokyo<ORG>; Komaba<LOC>; Meguro-ku<LOC>; Tokyo<LOC>,Institute of Industrial Science; University of Tokyo; Komaba; Meguro-ku; Tokyo,5
7781,"Institute of Information Engineering, National Cheng Kung University, Tainan, Taiwan; E-mail: leec@dblab.iie.ncku.edu.tw",Institute of Information Engineering<ORG>; National Cheng Kung University<ORG>; Tainan<LOC>; Taiwan<LOC>; E-mail<LOC>,Institute of Information Engineering; National Cheng Kung University; Tainan; Taiwan; E-mail,5
921,"Institute of Information Science, Academia Sinica, Taipei, Taiwan",Institute of Information Science<ORG>; Academia Sinica<ORG>; Taipei<LOC>; Taiwan<LOC>,Institute of Information Science; Academia Sinica; Taipei; Taiwan,4
923,"Institute of Information Science, Academia Sinica, Taipei, Taiwan and Department of Computer Science and Information Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan",Institute of Information Science<ORG>; Academia Sinica<ORG>; Taipei<LOC>; Taiwan<LOC>; Department of Computer Science and Information Engineering<ORG>; National Taiwan University of Science and Technology<ORG>,Institute of Information Science; Academia Sinica; Taipei; Taiwan; Department of Computer Science and Information Engineering; National Taiwan University of Science and Technology,8
4416,"Institute of Information Systems, ETH Zurich, Switzerland",Institute of Information Systems<ORG>; ETH Zurich<ORG>; Switzerland<LOC>,Institute of Information Systems; ETH Zurich; Switzerland,3
450,"Institute of Information Systems, ETH Zurich, Zurich, Switzerland",Institute of Information Systems<ORG>; ETH Zurich<ORG>; Zurich<LOC>; Switzerland<LOC>,Institute of Information Systems; ETH Zurich; Zurich; Switzerland,4
7735,"Institute of Information Systems, Faculty of Economics, Humboldt University Berlin, 10178 Berlin, Germany; e-mail: myra@wiwi.hu-berlin.de",Institute of Information Systems<ORG>; Faculty of Economics<ORG>; Humboldt University Berlin<ORG>; Berlin<LOC>; Germany<LOC>,Institute of Information Systems; Faculty of Economics; Humboldt University Berlin; Berlin; Germany,5
167,"Institute of Information Systems, Switzerland",Institute of Information Systems<ORG>; Switzerland<LOC>,Institute of Information Systems; Switzerland,2
2154,"Institute of Parallel and Distributed Systems, University of Stuttgart, Stuttgart, Germany",Institute of Parallel<LOC>; University of Stuttgart<ORG>; Stuttgart<LOC>; Germany<LOC>,Institute of Parallel; University of Stuttgart; Stuttgart; Germany,4
7734,"Institute of Pedagogy and Informatics, Faculty of Philosophy IV, Humboldt University Berlin, 10117 Berlin, Germany; e-mail: berendt@educat.hu-berlin.de",Institute of Pedagogy and Informatics<ORG>; Faculty of Philosophy IV<MISC>; Humboldt University Berlin<ORG>; Berlin<LOC>; Germany<LOC>,Institute of Pedagogy and Informatics; Faculty of Philosophy IV; Humboldt University Berlin; Berlin; Germany,5
4342,"Institute of Remote Sensing Applications, Chinese Academy of Sciences, Beijing",Institute of Remote Sensing Applications<ORG>; Chinese Academy of Sciences<ORG>; Beijing<LOC>,Institute of Remote Sensing Applications; Chinese Academy of Sciences; Beijing,3
9461,"Institute of Technical Medicine, Faculty of Science and Technology, University of Twente, Enschede, The Netherlands 7500AE",Institute of Technical Medicine<ORG>; Faculty of Science and Technology<MISC>; University of Twente<ORG>; Enschede<LOC>; The Netherlands<LOC>,Institute of Technical Medicine; Faculty of Science and Technology; University of Twente; Enschede; The Netherlands,5
1778,"Instituto de Informática, Universidade Federal do Rio Grande do Sul - UFRGS, Brazil",Instituto de Informática<LOC>; Universidade Federal do Rio Grande do Sul - UFRGS<LOC>; Brazil<LOC>,Instituto de Informática; Universidade Federal do Rio Grande do Sul - UFRGS; Brazil,3
8887,"Integrated Data System Department, Siemens Corporate Research, Princeton, USA 08540",Integrated Data System Department<MISC>; Siemens Corporate Research<ORG>; Princeton<ORG>; USA<LOC>,Integrated Data System Department; Siemens Corporate Research; Princeton; USA,4
2183,"Integrated Media Systems Center & Computer Science Department, University of Southern California, Los Angeles, CA",Integrated Media Systems Center & Computer Science Department<ORG>; University of Southern California<ORG>; Los Angeles<LOC>; CA<LOC>,Integrated Media Systems Center & Computer Science Department; University of Southern California; Los Angeles; CA,4
2780,Intel Corporation,Intel Corporation<ORG>,Intel Corporation,1
176,"Intel Corporation, Santa Clara, CA",Intel Corporation<ORG>; Santa Clara<LOC>; CA<LOC>,Intel Corporation; Santa Clara; CA,3
548,Intel Research Berkeley,Intel Research Berkeley<ORG>,Intel Research Berkeley,1
5486,"Intel Research Berkeley, Berkeley, CA",Intel Research Berkeley<ORG>; Berkeley<ORG>; CA<ORG>,Intel Research Berkeley; Berkeley; CA,3
7509,"Intel Research Laboratory, Berkeley, CA",Intel Research Laboratory<ORG>; Berkeley<ORG>; CA<LOC>,Intel Research Laboratory; Berkeley; CA,3
1698,Intel Research Pittsburgh,Intel Research Pittsburgh<ORG>,Intel Research Pittsburgh,1
246,"Intel Research Pittsburgh, Pittsburgh, PA",Intel Research Pittsburgh<ORG>; Pittsburgh<LOC>; PA<LOC>,Intel Research Pittsburgh; Pittsburgh; PA,3
6059,"Intel Research Pittsburgh, Pittsburgh, PA, USA",Intel Research Pittsburgh<ORG>; Pittsburgh<LOC>; PA<LOC>; USA<LOC>,Intel Research Pittsburgh; Pittsburgh; PA; USA,4
2,"Intel Research, Berkeley",Intel Research<ORG>; Berkeley<ORG>,Intel Research; Berkeley,2
8198,"Intel Research, Berkeley, CA",Intel Research<ORG>; Berkeley<ORG>; CA<ORG>,Intel Research; Berkeley; CA,3
9794,"Intel Research, Berkeley, CA, USA",Intel Research<ORG>; Berkeley<ORG>; CA<LOC>; USA<LOC>,Intel Research; Berkeley; CA; USA,4
8000,"Intel Research, Pittsburgh, Pennsylvania, PA",Intel Research<ORG>; Pittsburgh<LOC>; Pennsylvania<LOC>; PA<LOC>,Intel Research; Pittsburgh; Pennsylvania; PA,4
7934,"International Institute of Information Technology, 5000019, Gachhilbowli, Hyderabad, India",International Institute of Information Technology<ORG>; Gachhilbowli<LOC>; Hyderabad<LOC>; India<LOC>,International Institute of Information Technology; Gachhilbowli; Hyderabad; India,4
8266,"ISLA, Universiteit van Amsterdam, The Netherlands",ISLA<MISC>; Universiteit van Amsterdam<LOC>; The Netherlands<LOC>,ISLA; Universiteit van Amsterdam; The Netherlands,3
949,"ISLA, University of Amsterdam, The Netherlands",ISLA<MISC>; University of Amsterdam<ORG>; The Netherlands<ORG>,ISLA; University of Amsterdam; The Netherlands,3
5273,"ISTI-CNR, Pisa, Italy",ISTI<MISC>; CNR<ORG>; Pisa<LOC>; Italy<LOC>,ISTI; CNR; Pisa; Italy,4
4350,itr-rescue.org,itr-rescue.org<MISC>,itr-rescue.org,1
4349,itr-rescue.org (UC Irvine),itr-rescue.org<MISC>; UC Irvine<ORG>,itr-rescue.org; UC Irvine,2
6990,Japan Advanced Institute of Science and Technology,Japan Advanced Institute of Science and Technology<ORG>,Japan Advanced Institute of Science and Technology,1
1713,"Japan Advanced Institute of Science and Technology, Asahidai, Tatsunokuchi, Ishikawa, Japan",Japan Advanced Institute of Science and Technology<ORG>; Asahidai<LOC>; Tatsunokuchi<LOC>; Ishikawa<LOC>; Japan<LOC>,Japan Advanced Institute of Science and Technology; Asahidai; Tatsunokuchi; Ishikawa; Japan,5
7997,"Japan Advanced Institute of Science and Technology, Ishikawa, Japan",Japan Advanced Institute of Science and Technology<ORG>; Ishikawa<LOC>; Japan<LOC>,Japan Advanced Institute of Science and Technology; Ishikawa; Japan,3
1704,Johns Hopkins University,Johns Hopkins University<ORG>,Johns Hopkins University,1
2955,"Johns Hopkins University, Baltimore, MD",Johns Hopkins University<ORG>; Baltimore<ORG>; MD<ORG>,Johns Hopkins University; Baltimore; MD,3
4838,KAIST,KAIST<ORG>,KAIST,1
7024,"KAIST, Taejon, KOREA",KAIST<ORG>; Taejon<LOC>; KOREA<ORG>,KAIST; Taejon; KOREA,3
1279,"Kelman GmbH Berlin, Berlin, Germany",Kelman GmbH Berlin<ORG>; Berlin<LOC>; Germany<LOC>,Kelman GmbH Berlin; Berlin; Germany,3
170,"Kent State University, Kent, OH",Kent State University<ORG>; Kent<ORG>; OH<LOC>,Kent State University; Kent; OH,3
5697,"Kent State University, Kent, OH, USA",Kent State University<ORG>; Kent<ORG>; OH<LOC>; USA<LOC>,Kent State University; Kent; OH; USA,4
9485,"Key Labs of Data Engineering and Knowledge Engineering, MOE, Renmin University of China, Beijing, People's Republic of China",Key Labs of Data Engineering and<ORG>; MOE<ORG>; Renmin University of China<ORG>; Beijing<LOC>; People's Republic of China<LOC>,Key Labs of Data Engineering and; MOE; Renmin University of China; Beijing; People's Republic of China,5
6256,"Kickfire, Santa Clara, , CA, USA",Kickfire<LOC>; Santa Clara<LOC>; CA<LOC>; USA<LOC>,Kickfire; Santa Clara; CA; USA,4
6047,"King Abdullah University of Science and Technology, Jedah, Saudi Arabia",King Abdullah University of Science and Technology<ORG>; Jedah<LOC>; Saudi Arabia<LOC>,King Abdullah University of Science and Technology; Jedah; Saudi Arabia,3
6186,"King Abdullah University of Science and Technology, Soudi Arabia, Saudi Arabia",King Abdullah University of Science and Technology<ORG>; Soudi Arabia<LOC>; Saudi Arabia<LOC>,King Abdullah University of Science and Technology; Soudi Arabia; Saudi Arabia,3
3858,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology<ORG>,Korea Advanced Institute of Science and Technology,1
92,"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Korea",Korea Advanced Institute of Science and Technology<ORG>; KAIST<ORG>; Daejeon<LOC>; Korea<LOC>,Korea Advanced Institute of Science and Technology; KAIST; Daejeon; Korea,4
5625,"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",Korea Advanced Institute of Science and Technology<ORG>; KAIST<ORG>; Daejeon<LOC>; South Korea<LOC>,Korea Advanced Institute of Science and Technology; KAIST; Daejeon; South Korea,4
7094,"Korea Advanced Institute of Science and Technology (KAIST), Taejon, Korea",Korea Advanced Institute of Science and Technology<ORG>; KAIST<ORG>; Taejon<LOC>; Korea<LOC>,Korea Advanced Institute of Science and Technology; KAIST; Taejon; Korea,4
6587,"Korea Advanced Institute of Science and Technology and Advanced Information Technology Research Center at KAIST, Taejon, KOREA",Korea Advanced Institute of Science and Technology<ORG>; KAIST<LOC>; Taejon<LOC>; KOREA<ORG>,Korea Advanced Institute of Science and Technology; KAIST; Taejon; KOREA,4
7413,"Korea Advanced Institute of Science and Technology, 373-1, Gusong-dong, Yusong-gu, Daejeon 305-701, South Korea",Korea Advanced Institute of Science and Technology<ORG>; Gusong-dong<LOC>; Yusong-gu<LOC>; Daejeon<LOC>; South Korea<LOC>,Korea Advanced Institute of Science and Technology; Gusong-dong; Yusong-gu; Daejeon; South Korea,5
742,"Korea Advanced Institute of Science and Technology, Daejeon-City, Korea",Korea Advanced Institute of Science and Technology<ORG>; Daejeon-City<LOC>; Korea<LOC>,Korea Advanced Institute of Science and Technology; Daejeon-City; Korea,3
5256,"Korea Advanced Institute of Science and Technology, Daejeon, South Korea",Korea Advanced Institute of Science and Technology<ORG>; Daejeon<LOC>; South Korea<LOC>,Korea Advanced Institute of Science and Technology; Daejeon; South Korea,3
7113,"Korea Advanced Institute of Science and Technology, Taejon, Korea",Korea Advanced Institute of Science and Technology<ORG>; Taejon<LOC>; Korea<LOC>,Korea Advanced Institute of Science and Technology; Taejon; Korea,3
255,"Korea Advanced Institute of Science and Technology, Yusong-gu, Taejon, Korea",Korea Advanced Institute of Science and Technology<ORG>; Yusong-gu<LOC>; Taejon<LOC>; Korea<LOC>,Korea Advanced Institute of Science and Technology; Yusong-gu; Taejon; Korea,4
1194,"Kyoto University, School of Informatics, Yoshida-Honmachi, Sakyo-ku, Kyoto, Japan",Kyoto University<ORG>; School of Informatics<ORG>; Yoshida-Honmachi<LOC>; Sakyo-ku<LOC>; Kyoto<LOC>; Japan<LOC>,Kyoto University; School of Informatics; Yoshida-Honmachi; Sakyo-ku; Kyoto; Japan,6
7428,"Kyoto University, Yoshida-Honmachi, Sakyo-ku, Kyoto, Japan",Kyoto University<ORG>; Yoshida-Honmachi<LOC>; Sakyo-ku<LOC>; Kyoto<LOC>; Japan<LOC>,Kyoto University; Yoshida-Honmachi; Sakyo-ku; Kyoto; Japan,5
5313,"Kyungpook National University, Daegu, South Korea",Kyungpook National University<ORG>; Daegu<LOC>; South Korea<LOC>,Kyungpook National University; Daegu; South Korea,3
2319,"Kyungpook National University, Republic of Korea",Kyungpook National University<ORG>; Republic of Korea<LOC>,Kyungpook National University; Republic of Korea,2
462,"L3S Research Center, Hanover, Germany",L3S Research Center<LOC>; Hanover<LOC>; Germany<LOC>,L3S Research Center; Hanover; Germany,3
4886,"L3S, University of Hannover",L3S<MISC>; University of Hannover<ORG>,L3S; University of Hannover,2
3315,"L3S/University of Hannover, Hannover, Germany",L3S<MISC>; University of Hannover<ORG>; Hannover<LOC>; Germany<LOC>,L3S; University of Hannover; Hannover; Germany,4
8258,"La Trobe University, Australia",Trobe University<ORG>; Australia<LOC>,Trobe University; Australia,2
8148,"Laboratoire de Recherche en Informatique, Université de Paris-Sud, France",Laboratoire de Recherche<LOC>; Université de Paris-Sud<ORG>; France<LOC>,Laboratoire de Recherche; Université de Paris-Sud; France,3
2134,"Laboratoire LIMOS, ISIMA, Clermont-Ferrand, France",Laboratoire LIMOS<MISC>; ISIMA<ORG>; Clermont-Ferrand<LOC>; France<LOC>,Laboratoire LIMOS; ISIMA; Clermont-Ferrand; France,4
